actas_counted,actas_percentage,actas_total,blank_votes,created_at,id,null_votes,percentage_gap,pos1_candidate_name,pos1_percentage,pos1_votes,pos2_candidate_id,pos2_candidate_name,pos2_party_id,pos2_party_name,pos2_percentage,pos2_percentage_emitted,pos2_votes,pos3_candidate_id,pos3_candidate_name,pos3_party_id,pos3_party_name,pos3_percentage,pos3_percentage_emitted,pos3_votes,region_code,timestamp,total_emitted_votes,total_valid_votes,vote_gap
29206,99.86,29247,554858,2026-05-11T20:15:07.21871+00:00,2302,264806,-16.627,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.904,1210032,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199223,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.904,17.539,1210032,140000,2026-05-12T01:15:06.800137+00:00,6899017,6079353,-1010809
5210,98.656,5281,180633,2026-05-11T20:15:08.006557+00:00,2303,82485,4.658,KEIKO SOFIA FUJIMORI HIGUCHI,28.004,243578,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.366,8.726,98860,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.708,5.15,58342,190000,2026-05-12T01:15:07.630568+00:00,1132902,869784,40518
89985,99.736,90223,2290199,2026-05-11T21:00:06.468944+00:00,2304,1010170,0.511,KEIKO SOFIA FUJIMORI HIGUCHI,17.177,2818384,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998426,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.714,1914506,PERU,2026-05-12T02:00:05.974704+00:00,19708740,16408371,83920
92528,99.743,92766,2364991,2026-05-11T21:00:06.757839+00:00,2305,1038493,0.09,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2870838,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.003,9.972,2006420,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.913,9.898,1991387,TOTAL,2026-05-12T02:00:06.019179+00:00,20119817,16716333,15033
4212,99.34,4240,123747,2026-05-11T21:00:07.821092+00:00,2306,53378,38.361,ROBERTO HELBERT SANCHEZ PALOMINO,41.608,266860,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,41.608,32.604,266860,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.247,2.544,20824,060000,2026-05-12T02:00:07.44754+00:00,818499,641374,246036
29209,99.87,29247,554929,2026-05-11T21:00:09.169279+00:00,2307,264839,-16.627,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.904,1210146,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199248,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.904,17.539,1210146,140000,2026-05-12T02:00:08.8084+00:00,6899776,6080008,-1010898
801,99.875,802,22098,2026-05-11T21:00:09.90676+00:00,2308,8039,12.021,KEIKO SOFIA FUJIMORI HIGUCHI,18.857,21828,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,18.627,14.779,21562,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.606,5.242,7647,180000,2026-05-12T02:00:09.53749+00:00,145893,115756,13915
5215,98.75,5281,180870,2026-05-11T21:00:10.183171+00:00,2309,82556,4.653,KEIKO SOFIA FUJIMORI HIGUCHI,28.01,243877,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.362,8.723,98923,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.709,5.15,58410,190000,2026-05-12T02:00:09.595443+00:00,1134094,870668,40513
1041,100.0,1041,18885,2026-05-11T21:00:10.741486+00:00,2310,9228,5.707,RICARDO PABLO BELMONT CASSINELLI,14.632,32316,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.909,10.564,26302,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.202,5.502,13698,220000,2026-05-12T02:00:10.317538+00:00,248969,220856,12604
92537,99.753,92766,2365154,2026-05-11T21:45:03.959928+00:00,2311,1038564,0.088,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2871082,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.002,9.972,2006560,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.914,9.899,1991811,TOTAL,2026-05-12T02:45:03.16583+00:00,20121745,16718027,14749
89994,99.746,90223,2290362,2026-05-11T21:45:04.209785+00:00,2312,1010241,0.51,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2818628,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998566,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.715,1914930,PERU,2026-05-12T02:45:03.207355+00:00,19710668,16410065,83636
3470,99.942,3472,104334,2026-05-11T21:45:04.764166+00:00,2313,49730,8.949,KEIKO SOFIA FUJIMORI HIGUCHI,17.991,97719,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,14.989,11.677,81410,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.04,4.705,32806,020000,2026-05-12T02:45:04.419601+00:00,697208,543144,48604
29216,99.894,29247,555034,2026-05-11T21:45:06.616288+00:00,2314,264899,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210564,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.887,199274,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.541,1210564,140000,2026-05-12T02:45:06.315803+00:00,6901299,6081366,-1011290
89995,99.747,90223,2290398,2026-05-12T00:15:03.733684+00:00,2315,1010251,0.51,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2818659,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998589,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.715,1914938,PERU,2026-05-12T05:15:03.487446+00:00,19710880,16410231,83651
92538,99.754,92766,2365190,2026-05-12T00:15:04.055149+00:00,2316,1038574,0.088,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2871113,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.002,9.972,2006583,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.914,9.899,1991819,TOTAL,2026-05-12T05:15:03.529191+00:00,20121957,16718193,14764
497,98.028,507,18019,2026-05-12T00:15:06.521838+00:00,2317,5048,19.992,ROBERTO HELBERT SANCHEZ PALOMINO,23.378,18525,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.378,18.107,18525,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.386,2.622,2683,160000,2026-05-12T05:15:06.119387+00:00,102308,79241,15842
92538,99.754,92766,2365318,2026-05-12T01:00:06.967071+00:00,2318,1038585,0.089,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2871146,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.003,9.972,2006652,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.914,9.899,1991819,TOTAL,2026-05-12T06:00:06.235944+00:00,20122310,16718407,14833
89995,99.747,90223,2290526,2026-05-12T01:00:07.273479+00:00,2319,1010262,0.51,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2818692,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998658,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.715,1914938,PERU,2026-05-12T06:00:06.278367+00:00,19711233,16410445,83720
89996,99.748,90223,2290526,2026-05-12T01:15:04.659088+00:00,2320,1010262,0.51,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2818692,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998658,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.715,1914938,PERU,2026-05-12T06:15:03.525226+00:00,19711233,16410445,83720
92539,99.755,92766,2365318,2026-05-12T01:15:05.00947+00:00,2321,1038585,0.089,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2871146,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.003,9.972,2006652,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.914,9.899,1991819,TOTAL,2026-05-12T06:15:03.566338+00:00,20122310,16718407,14833
29215,99.891,29247,555016,2026-05-12T01:15:07.298227+00:00,2322,264894,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210536,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.887,199266,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.541,1210536,140000,2026-05-12T06:15:06.885845+00:00,6901130,6081220,-1011270
499,98.422,507,18165,2026-05-12T01:15:07.695483+00:00,2323,5064,19.963,ROBERTO HELBERT SANCHEZ PALOMINO,23.369,18602,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.369,18.09,18602,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.406,2.636,2711,160000,2026-05-12T06:15:07.158924+00:00,102830,79601,15891
92541,99.757,92766,2365358,2026-05-12T10:45:04.301746+00:00,2324,1038598,0.089,KEIKO SOFIA FUJIMORI HIGUCHI,17.173,2871159,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.003,9.972,2006721,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.914,9.898,1991824,TOTAL,2026-05-12T15:45:03.191691+00:00,20122599,16718643,14897
89998,99.751,90223,2290566,2026-05-12T10:45:04.829994+00:00,2325,1010275,0.51,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2818705,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.179,10.14,1998727,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.669,9.715,1914943,PERU,2026-05-12T15:45:03.192331+00:00,19711522,16410681,83784
3983,100.0,3983,99021,2026-05-12T10:45:06.232006+00:00,2326,48861,18.106,ROBERTO HELBERT SANCHEZ PALOMINO,22.83,158357,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,22.83,18.818,158357,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,4.724,3.894,32770,070000,2026-05-12T15:45:05.713448+00:00,841523,693641,125587
3983,100.0,3983,99061,2026-05-12T11:00:08.356866+00:00,2327,48874,18.109,ROBERTO HELBERT SANCHEZ PALOMINO,22.832,158426,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,22.832,18.82,158426,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,4.723,3.893,32775,070000,2026-05-12T16:00:07.817193+00:00,841812,693877,125651
92548,99.765,92766,2365659,2026-05-12T12:00:06.317093+00:00,2328,1038686,0.091,KEIKO SOFIA FUJIMORI HIGUCHI,17.174,2871481,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.004,9.974,2007102,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.913,9.898,1991850,TOTAL,2026-05-12T17:00:05.914484+00:00,20124122,16719777,15252
90005,99.758,90223,2290867,2026-05-12T12:00:06.827826+00:00,2329,1010363,0.513,KEIKO SOFIA FUJIMORI HIGUCHI,17.177,2819027,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.181,10.141,1999108,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.714,1914969,PERU,2026-05-12T17:00:05.956032+00:00,19713045,16411815,84139
5216,98.769,5281,180917,2026-05-12T12:00:10.001097+00:00,2330,82577,4.652,KEIKO SOFIA FUJIMORI HIGUCHI,28.019,244002,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.36,8.721,98930,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.708,5.15,58417,190000,2026-05-12T17:00:09.608063+00:00,1134335,870841,40513
2500,98.658,2534,103284,2026-05-12T12:00:10.369957+00:00,2331,38162,17.93,ROBERTO HELBERT SANCHEZ PALOMINO,23.804,91688,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.804,17.41,91688,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.874,4.297,22627,210000,2026-05-12T17:00:09.866142+00:00,526627,385181,69061
90017,99.772,90223,2291352,2026-05-12T12:30:05.681806+00:00,2332,1010543,0.515,KEIKO SOFIA FUJIMORI HIGUCHI,17.177,2819449,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.183,10.143,1999672,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.714,1915079,PERU,2026-05-12T17:30:05.238831+00:00,19715546,16413651,84593
92560,99.778,92766,2366144,2026-05-12T12:30:06.057478+00:00,2333,1038866,0.094,KEIKO SOFIA FUJIMORI HIGUCHI,17.175,2871903,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.006,9.975,2007666,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.912,9.897,1991960,TOTAL,2026-05-12T17:30:05.240243+00:00,20126623,16721613,15706
29216,99.894,29247,555038,2026-05-12T12:30:08.397869+00:00,2334,264903,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210568,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199281,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.541,1210568,140000,2026-05-12T17:30:07.922205+00:00,6901359,6081418,-1011287
2511,99.092,2534,103747,2026-05-12T12:30:09.731715+00:00,2335,38333,17.975,ROBERTO HELBERT SANCHEZ PALOMINO,23.845,92237,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.845,17.439,92237,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.87,4.293,22705,210000,2026-05-12T17:30:09.227978+00:00,528899,386819,69532
92570,99.789,92766,2366544,2026-05-12T13:00:06.220273+00:00,2336,1038984,0.096,KEIKO SOFIA FUJIMORI HIGUCHI,17.175,2872238,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.008,9.976,2008050,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.912,9.897,1992101,TOTAL,2026-05-12T18:00:05.722759+00:00,20128674,16723146,15949
90027,99.783,90223,2291752,2026-05-12T13:00:06.585816+00:00,2337,1010661,0.517,KEIKO SOFIA FUJIMORI HIGUCHI,17.178,2819784,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.184,10.144,2000056,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.667,9.713,1915220,PERU,2026-05-12T18:00:05.724236+00:00,19717597,16415184,84836
29217,99.897,29247,555059,2026-05-12T13:00:08.829662+00:00,2338,264905,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210622,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199296,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.541,1210622,140000,2026-05-12T18:00:08.409248+00:00,6901590,6081626,-1011326
2520,99.448,2534,104126,2026-05-12T13:00:09.885687+00:00,2339,38449,17.987,ROBERTO HELBERT SANCHEZ PALOMINO,23.859,92606,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,23.859,17.449,92606,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.872,4.295,22792,210000,2026-05-12T18:00:09.520017+00:00,530719,388144,69814
90030,99.786,90223,2291787,2026-05-12T15:15:03.841686+00:00,2340,1010977,0.516,KEIKO SOFIA FUJIMORI HIGUCHI,17.178,2819850,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.184,10.143,2000079,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.713,1915284,PERU,2026-05-12T20:15:03.314452+00:00,19718305,16415541,84795
92573,99.792,92766,2366579,2026-05-12T15:15:04.122228+00:00,2341,1039300,0.095,KEIKO SOFIA FUJIMORI HIGUCHI,17.175,2872304,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.007,9.976,2008073,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.912,9.897,1992165,TOTAL,2026-05-12T20:15:03.361011+00:00,20129382,16723503,15908
29217,99.897,29247,555094,2026-05-12T15:15:06.48599+00:00,2342,265221,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210686,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199319,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1210686,140000,2026-05-12T20:15:06.035117+00:00,6902298,6081983,-1011367
29220,99.908,29247,555094,2026-05-12T15:30:08.860485+00:00,2343,265221,-16.629,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210686,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.277,2.888,199319,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1210686,140000,2026-05-12T20:30:08.54107+00:00,6902298,6081983,-1011367
90035,99.792,90223,2291941,2026-05-12T15:45:04.595164+00:00,2344,1011031,0.516,KEIKO SOFIA FUJIMORI HIGUCHI,17.178,2820026,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.184,10.143,2000168,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.713,1915375,PERU,2026-05-12T20:45:03.745656+00:00,19719286,16416314,84793
92578,99.797,92766,2366733,2026-05-12T15:45:04.870527+00:00,2345,1039354,0.095,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2872480,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.007,9.976,2008162,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.912,9.897,1992256,TOTAL,2026-05-12T20:45:03.786539+00:00,20130363,16724276,15906
4213,99.363,4240,123788,2026-05-12T15:45:06.020008+00:00,2346,53385,38.362,ROBERTO HELBERT SANCHEZ PALOMINO,41.609,266884,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,41.609,32.603,266884,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.247,2.544,20824,060000,2026-05-12T20:45:05.657738+00:00,818584,641411,246060
29220,99.908,29247,555152,2026-05-12T15:45:07.25644+00:00,2347,265251,-16.628,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210777,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.278,2.888,199371,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1210777,140000,2026-05-12T20:45:06.95347+00:00,6903025,6082622,-1011406
1534,98.082,1564,57526,2026-05-12T15:45:08.849362+00:00,2348,17087,7.117,KEIKO SOFIA FUJIMORI HIGUCHI,29.589,66129,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.845,9.63,28707,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.728,4.294,12802,250000,2026-05-12T20:45:08.659521+00:00,298103,223490,15905
29223,99.918,29247,555152,2026-05-12T16:00:09.119371+00:00,2349,265251,-16.628,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1210777,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.278,2.888,199371,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1210777,140000,2026-05-12T21:00:08.576687+00:00,6903025,6082622,-1011406
1535,98.146,1564,57526,2026-05-12T16:00:10.620217+00:00,2350,17087,7.117,KEIKO SOFIA FUJIMORI HIGUCHI,29.589,66129,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.845,9.63,28707,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.728,4.294,12802,250000,2026-05-12T21:00:10.329715+00:00,298103,223490,15905
92588,99.808,92766,2366996,2026-05-12T16:30:05.942867+00:00,2351,1039444,0.094,KEIKO SOFIA FUJIMORI HIGUCHI,17.176,2872818,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.007,9.975,2008277,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.913,9.897,1992567,TOTAL,2026-05-12T21:30:05.390095+00:00,20132494,16726054,15710
90045,99.803,90223,2292204,2026-05-12T16:30:06.374395+00:00,2352,1011121,0.515,KEIKO SOFIA FUJIMORI HIGUCHI,17.178,2820364,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.183,10.143,2000283,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.668,9.714,1915686,PERU,2026-05-12T21:30:05.432159+00:00,19721417,16418092,84597
29228,99.935,29247,555217,2026-05-12T16:30:08.737153+00:00,2353,265282,-16.628,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1211049,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.278,2.888,199404,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1211049,140000,2026-05-12T21:30:08.246246+00:00,6904324,6083825,-1011645
5219,98.826,5281,181013,2026-05-12T16:30:09.601019+00:00,2354,82615,4.651,KEIKO SOFIA FUJIMORI HIGUCHI,28.02,244128,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,11.36,8.721,98974,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,6.709,5.15,58452,190000,2026-05-12T21:30:09.217499+00:00,1134897,871269,40522
1537,98.274,1564,57628,2026-05-12T16:30:10.546037+00:00,2355,17108,7.127,KEIKO SOFIA FUJIMORI HIGUCHI,29.596,66188,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.853,9.634,28745,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,5.726,4.292,12806,250000,2026-05-12T21:30:10.267461+00:00,298373,223637,15939
92618,99.84,92766,2368001,2026-05-12T17:15:04.182148+00:00,2356,1039955,0.101,KEIKO SOFIA FUJIMORI HIGUCHI,17.177,2873633,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.012,9.98,2009666,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.911,9.895,1992714,TOTAL,2026-05-12T22:15:03.248502+00:00,20137831,16729875,16952
90075,99.836,90223,2293209,2026-05-12T17:15:04.583093+00:00,2357,1011632,0.523,KEIKO SOFIA FUJIMORI HIGUCHI,17.179,2821179,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,12.189,10.147,2001672,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,11.666,9.712,1915833,PERU,2026-05-12T22:15:03.289658+00:00,19726754,16421913,85839
4225,99.646,4240,123788,2026-05-12T17:15:05.836765+00:00,2358,53385,38.362,ROBERTO HELBERT SANCHEZ PALOMINO,41.609,266884,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,41.609,32.603,266884,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,3.247,2.544,20824,060000,2026-05-12T22:15:05.367886+00:00,818584,641411,246060
29229,99.938,29247,555217,2026-05-12T17:15:07.054716+00:00,2359,265282,-16.628,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,19.906,1211049,16002918,ROBERTO HELBERT SANCHEZ PALOMINO,10,JUNTOS POR EL PERÚ,3.278,2.888,199404,07845838,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,35,RENOVACIÓN POPULAR,19.906,17.54,1211049,140000,2026-05-12T22:15:06.707032+00:00,6904324,6083825,-1011645
